DES,CRDO,STK,SMART/AMEX,,,,,,8.908823
DES,HOOD,STK,SMART/AMEX,,,,,,7.920238
DES,INTC,STK,SMART/AMEX,,,,,,9.163081
DES,KGC,STK,SMART/AMEX,,,,,,12.876942
DES,MU,STK,SMART/AMEX,,,,,,18.251929
DES,NEM,STK,SMART/AMEX,,,,,,25.674763
DES,PLTR,STK,SMART/AMEX,,,,,,9.108407
